shape,carat,cut,color,clarity,report,type
Round,0.3,Ideal,D,VS2,GIA,natural
Round,0.45,'Super Ideal',E,VS1,GIA,natural
Round,0.5,'Super Ideal',F,VVS1,GIA,natural
Round,1.03,'Super Ideal',G,VS1,GIA,natural
Round,0.53,'Super Ideal',E,SI1,GIA,natural
Round,2.19,'Super Ideal',H,VS1,IGI,lab
Round,0.3,'Super Ideal',G,IF,GIA,natural
Round,0.9,'Super Ideal',G,VVS2,GIA,natural
Cushion,1.01,'Super Ideal',E,SI2,GIA,natural
Round,0.43,'Super Ideal',F,VS1,GIA,natural
Round,0.5,Ideal,F,VS2,GIA,natural
Round,1.61,Ideal,J,VS1,IGI,lab
Round,1.01,'Super Ideal',G,SI2,GIA,natural
Round,0.7,Ideal,F,VS1,GCAL,lab
Oval,1.01,'Super Ideal',J,VS1,GIA,natural
Oval,3.0,Ideal,E,VS2,IGI,lab
Round,1.09,Ideal,J,SI1,IGI,lab
Round,0.5,'Super Ideal',G,VS1,GIA,natural
Round,1.04,'Super Ideal',F,VS1,GIA,natural
Round,0.7,'Very Good',F,SI1,GIA,natural
Oval,0.55,'Super Ideal',E,VVS2,IGI,lab
Oval,0.47,'Super Ideal',E,VS1,IGI,lab
Round,0.4,'Very Good',G,VS1,GIA,natural
Marquise,0.42,Fair,E,VVS2,IGI,lab
Oval,2.33,'Super Ideal',G,VS1,IGI,lab
Oval,1.54,Ideal,D,VVS1,GCAL,lab
Round,0.5,Good,H,SI2,IGI,lab
Round,0.3,'Super Ideal',D,FL,GIA,natural
Round,0.41,'Super Ideal',E,VVS1,GIA,natural
Round,0.51,'Super Ideal',E,SI1,GIA,natural
Round,0.5,Ideal,F,SI1,GIA,natural
Emerald,0.74,'Super Ideal',E,VS1,IGI,lab
Round,1.01,'Super Ideal',I,VS2,IGI,lab
Cushion,0.5,Ideal,I,VVS1,GIA,natural
Pear,0.7,'Super Ideal',E,VS1,GIA,natural
Oval,1.0,Ideal,I,VS1,IGI,lab
Round,1.0,'Super Ideal',H,VS2,GIA,natural
Round,0.61,'Very Good',F,VS2,GIA,natural
Pear,0.4,Ideal,D,VS2,GIA,natural
Pear,0.52,Ideal,H,SI1,IGI,lab
Round,0.33,Ideal,G,VVS2,GIA,natural
Round,1.0,'Super Ideal',H,SI2,GIA,natural
Round,1.51,'Super Ideal',J,VVS2,HRD,lab
Round,0.83,'Super Ideal',G,VVS1,GIA,natural
Emerald,0.51,'Super Ideal',D,VS1,GIA,natural
Cushion,2.01,'Super Ideal',G,VVS1,GIA,natural
Princess,0.6,Ideal,F,VS1,GIA,natural
Round,0.32,'Super Ideal',F,VVS1,GIA,natural
Round,1.2,'Super Ideal',H,VVS1,GIA,natural
Round,0.32,'Super Ideal',E,VS2,GIA,natural
Round,3.52,Ideal,D,VVS1,IGI,lab
Round,0.85,'Super Ideal',H,VS2,GIA,natural
Pear,0.51,Ideal,H,VVS2,IGI,lab
Round,0.6,Ideal,G,VVS2,GIA,natural
Round,0.77,'Super Ideal',E,VVS2,GIA,natural
Princess,0.5,'Very Good',H,SI2,GIA,natural
Emerald,0.9,'Super Ideal',E,VS2,IGI,lab
Princess,0.3,'Very Good',F,SI1,GIA,natural
Round,0.39,'Very Good',H,VS2,GIA,natural
Princess,0.91,Ideal,I,SI1,GIA,natural
Round,0.5,'Super Ideal',D,VS1,GIA,natural
Round,0.52,'Super Ideal',G,VS1,GIA,natural
Round,0.27,'Super Ideal',E,VS1,GIA,natural
Round,0.4,'Super Ideal',E,VVS2,GIA,natural
Round,2.01,'Super Ideal',H,SI2,GIA,natural
Oval,1.64,Ideal,E,VVS2,IGI,lab
Round,0.3,Ideal,F,SI1,GIA,natural
Cushion,1.54,'Super Ideal',E,VS2,GCAL,lab
Pear,1.04,'Very Good',I,VS2,IGI,lab
Emerald,0.3,Ideal,H,VS1,GIA,natural
Oval,0.9,'Super Ideal',G,SI1,IGI,lab
Round,0.38,'Super Ideal',E,VS1,GIA,natural
Round,2.02,Ideal,H,VVS1,IGI,lab
Round,0.28,'Super Ideal',D,FL,GIA,natural
Oval,0.5,Ideal,F,VVS2,IGI,lab
Round,2.08,Ideal,H,VS1,GCAL,lab
Emerald,0.5,'Super Ideal',E,SI1,GIA,natural
Emerald,0.4,Good,G,SI1,IGI,lab
Cushion,2.02,Ideal,H,VS1,IGI,lab
Oval,0.51,Ideal,E,VS2,IGI,lab
Emerald,0.45,Ideal,D,VS1,GIA,natural
Round,1.5,Ideal,E,VS2,IGI,lab
Cushion,1.04,'Very Good',F,SI1,IGI,lab
Round,0.65,'Super Ideal',J,SI2,GIA,natural
Round,0.7,'Very Good',F,VS2,GIA,natural
Round,0.83,'Super Ideal',E,VS1,IGI,lab
Round,0.62,'Super Ideal',D,VS2,GIA,natural
Oval,0.31,Good,D,VS2,GIA,natural
Emerald,0.94,Good,D,SI1,IGI,lab
Round,2.0,'Super Ideal',D,VVS2,IGI,lab
Round,0.26,'Super Ideal',E,VVS2,GIA,natural
Round,0.5,'Super Ideal',E,VVS1,GIA,natural
Round,0.5,'Very Good',G,SI1,GIA,natural
Pear,0.46,'Very Good',D,VVS1,GIA,natural
Round,0.46,'Super Ideal',F,SI1,IGI,lab
Heart,0.32,Ideal,G,VVS2,GIA,natural
Pear,1.02,'Super Ideal',G,VS1,IGI,lab
Round,0.34,'Super Ideal',E,VVS1,GIA,natural
Round,0.42,'Very Good',E,SI2,IGI,lab
Round,0.5,'Super Ideal',D,SI1,GIA,natural
Round,0.8,'Very Good',F,VS1,GIA,natural
Round,1.13,Ideal,I,VS1,IGI,lab
Round,0.3,Ideal,F,SI2,GIA,natural
Round,0.7,'Super Ideal',H,VS2,GIA,natural
Round,0.4,'Very Good',J,SI2,GIA,natural
Round,2.37,Ideal,D,VVS1,IGI,lab
Marquise,0.47,Ideal,E,VVS2,IGI,lab
Round,0.5,'Super Ideal',H,VVS2,GIA,natural
Round,0.6,'Super Ideal',E,VVS1,GIA,natural
Round,0.5,'Super Ideal',D,VVS1,GIA,natural
Emerald,0.51,'Super Ideal',H,VS2,GIA,natural
Round,0.83,'Very Good',G,SI2,IGI,natural
Round,0.43,'Super Ideal',D,VVS1,GIA,natural
Round,0.5,'Very Good',G,VVS2,GIA,natural
Round,2.0,'Super Ideal',D,SI1,IGI,lab
Round,2.2,'Super Ideal',D,SI1,GIA,natural
Princess,0.39,Ideal,E,SI2,GIA,natural
Round,0.25,'Super Ideal',F,VVS2,GIA,natural
Round,1.03,'Super Ideal',I,VS1,IGI,lab
Oval,1.55,Ideal,I,SI1,IGI,lab
Round,0.8,'Super Ideal',J,VVS2,GIA,natural
Round,0.25,'Super Ideal',G,VVS2,GIA,natural
Round,0.3,'Super Ideal',E,SI1,GIA,natural
Round,0.25,'Super Ideal',E,VS2,GIA,natural
Round,1.01,'Super Ideal',D,SI1,IGI,lab
Pear,1.03,'Very Good',I,VS2,IGI,lab
Round,0.3,'Very Good',E,VS1,IGI,lab
Emerald,0.75,Ideal,H,VS2,GIA,natural
Asscher,2.67,Ideal,G,VS2,IGI,lab
Marquise,0.34,Ideal,D,VS1,GCAL,lab
Round,0.4,'Super Ideal',E,SI1,GIA,natural
Round,0.3,'Super Ideal',F,VVS1,GIA,natural
Princess,2.03,'Very Good',I,VS2,GCAL,lab
Emerald,0.5,'Super Ideal',F,IF,GIA,natural
Round,1.0,Ideal,I,VS2,GIA,natural
Cushion,0.96,Ideal,I,VVS2,GIA,natural
Round,0.5,'Super Ideal',E,VS1,GIA,natural
Round,1.0,Ideal,I,SI1,IGI,lab
Round,1.55,'Super Ideal',J,VS2,IGI,lab
Round,0.32,'Super Ideal',H,VS2,GIA,natural
Pear,0.5,'Very Good',F,SI1,GIA,natural
Round,0.52,'Super Ideal',E,VVS2,GIA,natural
Round,0.3,Ideal,E,VS2,GIA,natural
Round,0.4,'Super Ideal',F,VS1,GIA,natural
Round,0.5,'Super Ideal',E,SI1,GIA,natural
Round,0.63,'Super Ideal',D,SI2,GIA,natural
Round,0.41,'Super Ideal',G,VS1,GIA,natural
Round,0.72,'Super Ideal',F,SI1,GIA,natural
Round,0.96,'Super Ideal',F,IF,GIA,natural
Round,0.51,'Super Ideal',D,VS2,GIA,natural
Round,0.3,'Very Good',E,VS1,GIA,natural
Round,0.5,'Super Ideal',F,SI1,GIA,natural
Round,0.3,'Very Good',J,VS1,GIA,natural
Round,1.01,Ideal,I,VVS2,IGI,lab
Pear,1.55,Ideal,D,VS2,GCAL,lab
Round,1.1,'Super Ideal',H,VS1,IGI,lab
Round,0.4,'Super Ideal',H,IF,GIA,natural
Cushion,3.01,'Very Good',E,VS1,GCAL,lab
Round,0.34,'Super Ideal',E,VS2,GIA,natural
Round,1.01,'Super Ideal',D,SI2,GIA,natural
Round,0.83,'Super Ideal',G,VS1,GIA,natural
Oval,1.0,Ideal,D,VS2,GIA,natural
Round,0.3,'Super Ideal',E,VS2,IGI,lab
Oval,0.53,'Very Good',D,VS1,IGI,lab
Marquise,0.51,Ideal,E,VS1,GIA,natural
Emerald,0.5,'Very Good',H,SI1,IGI,lab
Round,0.91,Ideal,D,VS2,IGI,lab
Pear,0.32,Ideal,H,SI1,IGI,lab
Round,0.41,'Super Ideal',D,VS2,GIA,natural
Round,0.3,Ideal,F,VS2,IGI,lab
Round,0.3,Ideal,D,SI1,GIA,natural
Round,1.75,'Super Ideal',D,VS1,IGI,lab
Round,1.22,'Super Ideal',G,VS2,GIA,natural
Round,0.3,Ideal,E,VVS2,GIA,natural
Oval,3.09,Ideal,E,VS1,GCAL,lab
Round,0.51,'Super Ideal',G,VS1,GIA,natural
Princess,1.8,'Super Ideal',F,VVS2,IGI,lab
Round,0.92,'Super Ideal',H,SI1,GIA,natural
Round,1.12,Ideal,F,VS1,IGI,lab
Princess,0.41,Ideal,F,SI2,GIA,natural
Pear,0.5,Ideal,E,VS1,GIA,natural
Round,1.08,Ideal,I,SI2,IGI,lab
Radiant,2.01,'Very Good',G,VS1,IGI,lab
Emerald,0.3,'Super Ideal',E,VVS1,GIA,natural
Round,1.65,'Super Ideal',I,SI1,IGI,lab
Oval,0.5,Ideal,E,VS1,GCAL,lab
Round,1.05,'Very Good',G,VVS2,HRD,lab
Round,0.61,'Super Ideal',F,VS1,GIA,natural
Round,0.51,'Super Ideal',H,SI2,GIA,natural
Round,0.74,'Super Ideal',F,SI1,IGI,lab
Oval,0.71,'Very Good',D,SI1,IGI,lab
Round,0.32,'Super Ideal',E,VS1,GIA,natural
Round,0.31,'Super Ideal',D,SI2,GIA,natural
Round,1.13,Ideal,D,VS1,IGI,lab
Round,0.5,Ideal,D,VS2,GIA,natural
Marquise,0.9,Ideal,D,SI1,GIA,natural
Round,1.83,Ideal,J,SI2,IGI,lab
Round,0.3,Ideal,E,SI1,GIA,natural
Round,0.73,'Super Ideal',I,SI1,GIA,natural
Round,0.6,'Super Ideal',G,VS1,GIA,natural
Round,0.96,'Very Good',H,SI2,IGI,natural
Princess,0.95,'Super Ideal',F,VVS1,IGI,lab
Round,0.72,'Super Ideal',D,SI1,GIA,natural
Round,2.0,Good,E,VS2,GIA,natural
Round,1.5,Ideal,J,VS1,IGI,lab
Round,1.0,Ideal,E,SI2,IGI,lab
Emerald,1.99,'Very Good',I,VS2,GCAL,lab
Round,0.5,'Super Ideal',E,VS1,GIA,natural
Princess,0.5,Ideal,H,VS2,GIA,natural
Round,0.51,'Super Ideal',G,VS1,GIA,natural
Round,1.06,Ideal,I,SI1,IGI,lab
Oval,1.52,'Super Ideal',D,VS1,IGI,lab
Oval,2.06,Ideal,G,VS1,GCAL,lab
Round,0.3,Ideal,D,VVS1,GIA,natural
Emerald,0.92,'Super Ideal',E,SI1,IGI,lab
Round,0.55,'Super Ideal',D,SI1,GIA,natural
Round,0.3,Ideal,E,VVS2,IGI,lab
Round,1.18,Ideal,I,VS2,IGI,lab
Oval,0.5,Ideal,D,SI1,GIA,natural
Round,5.19,'Super Ideal',H,VVS2,GIA,natural
Princess,2.04,'Super Ideal',J,SI1,IGI,lab
Round,5.67,'Super Ideal',E,VS1,IGI,lab
Round,0.5,Ideal,E,SI1,IGI,lab
Emerald,5.0,Ideal,D,IF,GIA,natural
Marquise,0.36,Ideal,F,VVS2,GIA,natural
Round,0.5,'Super Ideal',G,VS1,GIA,natural
Round,0.32,'Super Ideal',E,VS1,GIA,natural
Round,0.51,'Super Ideal',F,VS2,GIA,natural
Emerald,0.92,'Very Good',I,VS2,IGI,lab
Cushion,3.01,'Very Good',F,VS1,GCAL,lab
Round,1.73,Ideal,F,SI1,IGI,lab
Heart,0.3,Ideal,D,SI1,GIA,natural
Oval,0.9,Ideal,I,SI1,GIA,natural
Cushion,1.2,Ideal,F,VS1,GIA,natural
Princess,0.5,Ideal,E,SI1,GIA,natural
Round,0.57,'Super Ideal',G,IF,GIA,natural
Round,0.4,'Very Good',F,SI1,GIA,natural
Round,1.75,Ideal,J,SI2,IGI,lab
Round,1.06,'Super Ideal',F,SI1,GCAL,lab
Round,0.32,'Super Ideal',F,SI2,GIA,natural
Round,1.13,'Super Ideal',J,VS1,IGI,lab
Round,2.0,Ideal,I,VS2,IGI,lab
Cushion,1.22,'Very Good',D,SI1,GIA,natural
Pear,1.2,Good,H,SI2,GIA,natural
Round,0.41,'Super Ideal',F,VVS2,GIA,natural
Oval,0.32,Ideal,D,SI1,GIA,natural
Round,1.87,'Super Ideal',F,VS2,GCAL,lab
Round,0.32,'Super Ideal',E,VS2,GIA,natural
Round,1.0,'Very Good',I,VS1,IGI,lab
Round,1.7,Ideal,I,SI1,IGI,lab
Round,2.3,'Super Ideal',H,VS2,IGI,lab
Round,0.34,'Super Ideal',D,IF,GIA,natural
Round,1.11,Ideal,I,VS1,IGI,lab
Round,1.17,Ideal,I,SI2,IGI,lab
Cushion,3.01,'Very Good',E,VS1,GCAL,lab
Round,1.03,'Super Ideal',E,VVS1,GIA,natural
Round,1.0,Ideal,G,SI2,IGI,natural
Round,0.71,'Super Ideal',H,VS2,IGI,lab
Pear,2.02,'Very Good',H,VS2,IGI,lab
Round,0.3,Ideal,D,VS2,GIA,natural
Round,0.3,Ideal,J,SI1,GIA,natural
Emerald,1.55,Ideal,G,SI2,GCAL,lab
Oval,0.4,Ideal,E,VVS1,GIA,natural
Round,0.34,'Super Ideal',D,IF,GIA,natural
Round,0.31,'Super Ideal',D,VS2,GIA,natural
Round,0.7,Ideal,E,VS2,IGI,lab
Round,1.22,'Super Ideal',J,VS1,GIA,natural
Round,0.5,'Very Good',G,VS1,IGI,lab
Round,1.0,'Super Ideal',E,VVS2,GIA,natural
Round,1.28,'Super Ideal',G,VVS2,IGI,lab
Cushion,1.0,'Super Ideal',D,VS1,GIA,natural
Round,1.08,Ideal,I,VS1,IGI,lab
Round,0.6,'Super Ideal',F,VVS2,GIA,natural
Radiant,2.02,Ideal,H,SI1,IGI,lab
Round,2.05,'Super Ideal',G,VS1,IGI,lab
Marquise,1.72,Ideal,G,VS1,IGI,lab
Oval,1.72,Ideal,D,SI1,IGI,lab
Round,1.04,'Super Ideal',F,VS2,IGI,lab
Round,0.31,Ideal,E,SI2,IGI,lab
Round,1.65,'Super Ideal',D,VVS1,GIA,natural
Round,0.3,'Very Good',D,VVS1,GIA,natural
Pear,0.5,'Very Good',D,VS2,GIA,natural
Round,0.46,'Very Good',F,VS1,GIA,natural
Pear,0.91,Ideal,F,VVS2,GIA,natural
Princess,0.35,Ideal,E,VS2,GIA,natural
Round,0.3,'Super Ideal',E,VVS1,GIA,natural
Round,1.11,Ideal,I,VS1,IGI,lab
Oval,0.52,Ideal,D,VS2,GIA,natural
Round,0.46,Ideal,E,SI1,IGI,lab
Round,0.35,'Super Ideal',I,VS2,GIA,natural
Round,1.14,'Super Ideal',H,VVS2,IGI,lab
Round,0.38,'Super Ideal',E,SI2,GIA,natural
Oval,0.71,'Very Good',I,SI1,IGI,lab
Round,0.32,'Super Ideal',E,VVS2,GIA,natural
Oval,1.01,Ideal,E,VS1,GIA,natural
Round,0.7,'Super Ideal',E,SI1,GIA,natural
Round,0.4,'Super Ideal',D,VVS2,GIA,natural
Round,1.0,'Very Good',F,VVS2,GIA,natural
Round,3.01,'Very Good',F,IF,IGI,lab
Round,0.7,'Super Ideal',H,VVS2,GIA,natural
Emerald,0.55,'Super Ideal',J,VVS1,GIA,natural
Round,2.3,'Super Ideal',H,SI1,IGI,lab
Round,0.42,'Super Ideal',D,VVS1,GIA,natural
Round,1.11,'Super Ideal',F,VS1,IGI,lab
Round,0.4,Ideal,G,VS1,GIA,natural
Marquise,0.42,Ideal,I,VS2,GIA,natural
Round,0.31,'Super Ideal',D,SI1,GIA,natural
Round,0.46,'Super Ideal',G,SI1,GIA,natural
Round,1.53,'Super Ideal',I,VVS1,GIA,natural
Round,1.0,Good,F,SI2,GIA,natural
Princess,1.51,'Very Good',G,VS2,GCAL,lab
Round,1.06,'Super Ideal',I,VVS1,IGI,lab
Round,0.4,'Very Good',G,VS1,IGI,lab
Round,0.31,'Super Ideal',E,VVS2,GIA,natural
Emerald,0.5,Ideal,E,VS1,GIA,natural
Round,0.38,'Very Good',G,IF,GIA,natural
Round,0.35,'Super Ideal',J,VS2,GIA,natural
Round,1.8,'Super Ideal',F,SI1,GIA,natural
Round,0.43,'Super Ideal',E,VS1,GIA,natural
Pear,0.37,Ideal,F,VS1,GCAL,lab
Round,1.1,Ideal,I,VS1,IGI,lab
Round,0.4,'Super Ideal',F,VVS2,GIA,natural
Round,0.7,Ideal,D,VVS2,GIA,natural
Cushion,2.05,'Very Good',F,VS2,GCAL,lab
Round,0.63,'Super Ideal',I,VVS2,GIA,natural
Round,0.41,'Super Ideal',G,VVS1,GIA,natural
Cushion,1.01,'Very Good',E,VS2,IGI,lab
Round,0.9,Ideal,I,VS1,IGI,lab
Pear,0.61,'Very Good',I,VS2,IGI,lab
Round,0.25,'Super Ideal',D,VVS2,GIA,natural
Round,0.71,'Super Ideal',H,SI1,GIA,natural
Round,0.3,Ideal,D,SI1,GIA,natural
Round,2.06,'Super Ideal',J,SI1,IGI,lab
Princess,0.7,'Super Ideal',H,SI2,IGI,lab
Round,0.33,'Super Ideal',E,VVS2,GIA,natural
Round,0.31,Ideal,D,VS1,IGI,lab
Round,0.7,'Super Ideal',H,SI1,GIA,natural
Round,1.2,Ideal,J,VVS2,IGI,lab
Pear,0.31,Ideal,E,VS1,GIA,natural
Round,0.45,'Super Ideal',E,IF,GIA,natural
Round,1.01,Ideal,I,SI2,IGI,lab
Round,0.7,'Very Good',H,SI2,GIA,natural
Round,0.7,'Very Good',G,VS2,GIA,natural
Round,0.71,'Super Ideal',G,VS2,GCAL,lab
Round,2.11,Ideal,J,SI1,GCAL,lab
Oval,0.31,'Very Good',D,SI1,IGI,lab
Round,1.02,'Super Ideal',H,VS2,GIA,natural
Round,0.31,'Super Ideal',F,SI1,GIA,natural
Round,0.3,Ideal,D,VVS2,GIA,natural
Round,1.1,Ideal,I,VVS2,IGI,lab
Pear,0.73,Ideal,G,VS1,IGI,lab
Round,0.32,'Super Ideal',D,VVS2,GIA,natural
Round,0.37,'Super Ideal',F,VVS2,GIA,natural
Round,0.7,'Super Ideal',E,VS2,IGI,lab
Round,1.15,'Super Ideal',I,VS2,IGI,lab
Round,1.19,Ideal,J,VS2,IGI,lab
Round,0.3,'Super Ideal',E,VVS2,GIA,natural
Round,0.7,Ideal,I,VS2,GIA,natural
Oval,0.71,'Very Good',F,VVS2,IGI,lab
Round,1.63,'Super Ideal',J,VS1,IGI,lab
Round,0.54,Ideal,D,VS2,GCAL,lab
Oval,0.32,'Very Good',D,SI2,GIA,natural
Round,0.3,'Super Ideal',D,VVS1,GIA,natural
Oval,0.51,'Super Ideal',E,SI2,GIA,natural
Round,0.7,'Very Good',J,VS1,IGI,natural
Marquise,1.07,Ideal,J,VVS2,IGI,lab
Emerald,0.5,Ideal,G,SI1,GIA,natural
Emerald,0.86,'Very Good',J,SI2,IGI,lab
Round,0.9,Ideal,E,SI1,IGI,lab
Round,0.4,'Super Ideal',E,VS1,GIA,natural
Princess,1.02,'Very Good',F,VS2,GCAL,lab
Oval,2.08,Ideal,J,VS1,IGI,lab
Pear,0.74,'Very Good',I,SI1,IGI,lab
Round,0.25,'Super Ideal',E,IF,GIA,natural
Princess,0.3,'Very Good',E,VS2,GIA,natural
Round,1.4,'Super Ideal',I,SI1,IGI,lab
Round,0.26,Ideal,D,SI1,GIA,natural
Round,1.17,Ideal,H,VS1,IGI,lab
Pear,0.46,Good,F,VS2,IGI,lab
Oval,2.01,Ideal,I,SI1,IGI,lab
Radiant,2.06,'Very Good',G,SI1,GCAL,lab
Round,0.3,'Super Ideal',E,VS1,GIA,natural
Round,0.51,'Super Ideal',G,VS2,GIA,natural
Round,0.27,'Super Ideal',E,VVS1,GIA,natural
Emerald,0.3,'Very Good',H,VS1,GIA,natural
Round,3.0,Ideal,D,SI2,GIA,natural
Round,1.0,'Super Ideal',I,VS1,GIA,natural
Round,0.4,'Super Ideal',F,VS1,GIA,natural
Round,1.0,'Super Ideal',D,VS1,GIA,natural
Pear,1.01,Ideal,H,SI1,IGI,lab
Round,1.02,Fair,E,SI1,GIA,natural
Round,0.4,'Super Ideal',D,VS1,GIA,natural
Round,0.3,'Super Ideal',I,VVS1,GIA,natural
Round,1.02,'Super Ideal',E,VVS1,GIA,natural
Oval,0.73,'Very Good',E,VS1,IGI,lab
Round,3.85,Ideal,D,IF,IGI,lab
Princess,0.72,Ideal,D,VVS2,GIA,natural
Round,1.0,Good,H,SI2,GIA,natural
Oval,0.51,'Super Ideal',D,SI1,GIA,natural
Round,0.32,'Super Ideal',E,VVS2,IGI,lab
Round,0.3,Ideal,D,SI1,GIA,natural
Oval,1.74,Ideal,E,VS2,GCAL,lab
Oval,2.16,Ideal,D,SI2,GCAL,lab
Marquise,0.29,'Very Good',F,VS1,GIA,natural
Round,2.55,Ideal,D,VVS2,IGI,lab
Round,0.4,Ideal,F,SI1,GIA,natural
Emerald,0.91,'Very Good',G,SI1,IGI,lab
Round,1.0,'Super Ideal',I,VS2,GIA,natural
Round,1.53,Ideal,I,VS1,IGI,lab
Round,1.09,Ideal,F,VVS2,IGI,lab
Round,0.72,'Super Ideal',F,VVS2,GIA,natural
Round,1.02,'Super Ideal',D,SI1,IGI,lab
Round,1.12,'Super Ideal',I,VVS1,GIA,natural
Round,0.34,'Super Ideal',I,VS1,GIA,natural
Round,0.53,'Super Ideal',F,VS1,GIA,natural
Round,1.05,Ideal,I,VS2,IGI,lab
Round,0.32,'Super Ideal',D,SI2,GIA,natural
Round,1.01,Ideal,I,SI2,IGI,lab
Round,1.1,Ideal,G,VS2,IGI,natural
Round,0.3,'Very Good',E,VVS2,GIA,natural
Round,0.27,'Super Ideal',E,VS2,GIA,natural
Round,0.41,Ideal,E,SI2,IGI,lab
Round,0.89,'Super Ideal',H,VVS2,IGI,lab
Round,1.06,'Super Ideal',G,VVS2,HRD,lab
Round,0.3,'Very Good',I,IF,GIA,natural
Round,0.53,'Super Ideal',E,VS1,GIA,natural
Round,1.01,'Super Ideal',E,VS1,GIA,natural
Round,0.43,'Super Ideal',F,SI1,GIA,natural
Pear,1.71,'Super Ideal',D,SI1,GIA,natural
Round,1.01,Ideal,J,SI1,IGI,lab
Marquise,0.31,Ideal,E,SI1,GIA,natural
Emerald,2.01,'Super Ideal',E,VS1,GIA,natural
Round,1.1,'Super Ideal',G,SI2,IGI,lab
Princess,1.22,Ideal,I,VVS2,GIA,natural
Round,1.15,Ideal,I,VVS2,IGI,lab
Round,0.9,'Very Good',J,VVS2,GIA,natural
Round,0.3,'Very Good',F,VS1,GIA,natural
Round,0.75,'Super Ideal',G,VS2,GIA,natural
Round,0.41,'Super Ideal',H,SI1,GIA,natural
Pear,0.57,'Very Good',I,VS2,IGI,lab
Asscher,0.71,'Very Good',G,VS2,IGI,lab
Oval,0.53,Ideal,D,VS1,IGI,lab
Round,1.22,'Super Ideal',G,VS1,IGI,lab
Cushion,1.56,'Very Good',H,VS2,IGI,lab
Pear,0.31,'Very Good',E,VS1,IGI,lab
Round,0.3,'Super Ideal',D,VVS2,IGI,lab
Round,0.45,'Super Ideal',H,VVS2,GIA,natural
Oval,0.46,'Very Good',E,VS2,GIA,natural
Round,0.3,'Super Ideal',H,VVS1,GIA,natural
Heart,0.3,'Very Good',F,SI1,GIA,natural
Pear,0.56,'Very Good',F,VVS2,IGI,lab
Emerald,0.52,'Very Good',I,SI1,IGI,lab
Pear,0.48,'Super Ideal',F,VVS2,IGI,lab
Round,1.19,'Super Ideal',E,VVS2,IGI,lab
Pear,0.3,Ideal,E,SI1,GIA,natural
Round,1.0,'Super Ideal',E,VS2,GIA,natural
Pear,0.89,Ideal,J,SI2,IGI,lab
Round,0.52,'Super Ideal',E,SI2,IGI,lab
Round,0.5,'Very Good',D,VVS1,GIA,natural
Round,1.1,Ideal,F,VS1,IGI,lab
Round,1.01,'Super Ideal',J,VS1,GIA,natural
Oval,1.07,'Very Good',G,VVS1,GIA,natural
Round,0.5,'Super Ideal',G,VS1,GIA,natural
Round,0.9,'Very Good',H,VS2,GIA,natural
Pear,0.72,'Very Good',G,SI1,IGI,lab
Pear,1.01,Ideal,H,VVS2,IGI,lab
Round,0.25,'Super Ideal',E,VS1,GIA,natural
Oval,1.03,'Super Ideal',D,VS2,IGI,lab
Oval,2.1,Ideal,H,VVS2,IGI,lab
Pear,0.3,Ideal,D,SI1,GIA,natural
Round,1.12,'Super Ideal',F,VS1,IGI,lab
Cushion,0.81,Ideal,G,SI1,GIA,natural
Round,0.32,'Super Ideal',D,VS2,GIA,natural
Cushion,1.21,'Super Ideal',D,VS2,GIA,natural
Round,1.0,'Very Good',D,SI2,IGI,natural
Oval,0.52,Ideal,D,SI1,IGI,lab
Round,0.54,'Super Ideal',H,VS2,GIA,natural
Round,0.32,'Super Ideal',H,SI1,GIA,natural
Cushion,0.39,'Very Good',E,VVS2,IGI,lab
Round,0.6,'Super Ideal',H,VS2,GIA,natural
Round,0.51,'Super Ideal',G,SI2,GIA,natural
Round,0.33,'Super Ideal',F,VVS1,GIA,natural
Asscher,2.01,'Very Good',E,VS1,IGI,lab
Round,1.0,Fair,J,VVS2,GIA,natural
Round,0.61,'Super Ideal',G,SI1,GIA,natural
Round,0.72,'Super Ideal',I,VS1,GIA,natural
Round,1.07,'Super Ideal',I,VS2,IGI,lab
Round,1.52,'Super Ideal',F,VS1,IGI,lab
Round,0.3,'Super Ideal',E,VS2,GIA,natural
Round,0.26,Ideal,D,VS1,GIA,natural
Round,0.25,'Super Ideal',F,VS1,GIA,natural
Pear,0.5,'Super Ideal',G,VS1,GIA,natural
Emerald,0.63,Ideal,E,VS2,IGI,lab
Emerald,2.89,'Very Good',J,VS2,GCAL,lab
Round,0.35,'Super Ideal',F,VS1,GIA,natural
Round,0.4,'Super Ideal',G,VS2,GIA,natural
Round,0.36,'Super Ideal',F,VS2,GIA,natural
Round,0.32,'Super Ideal',D,VVS1,GIA,natural
Round,1.0,'Very Good',E,VS1,IGI,lab
Round,1.17,Ideal,I,VVS2,IGI,lab
Emerald,1.5,Ideal,E,SI2,GIA,natural
Cushion,1.51,'Super Ideal',I,VS2,GIA,natural
Oval,2.0,Ideal,I,VS2,IGI,lab
Round,1.51,'Super Ideal',G,VS2,GIA,natural
Round,0.5,'Very Good',D,VS2,IGI,lab
Pear,0.51,Ideal,H,SI2,GIA,natural
Round,0.4,'Super Ideal',D,VS1,GIA,natural
Round,1.55,'Super Ideal',I,VS1,GIA,natural
Round,1.24,Ideal,J,VS2,GCAL,lab
Round,1.19,Ideal,I,VS1,IGI,lab
Round,1.0,'Super Ideal',E,SI2,GIA,natural
Round,1.2,'Super Ideal',I,VS1,IGI,lab
